flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
HA3954,2024-12-22T21:55:00,390.26,Economy,192,Low Fare
WO9227,2025-09-27T10:14:00,134.81,Economy,170,Low Fare
EZ6277,2025-07-08T05:12:00,304.14,Business,135,Low Fare
AI520,2024-12-14T14:51:00,1365.76,Premium Economy,70,Other
DP991,2025-03-13T12:25:00,1062.04,Economy,184,Other
ZG4696,2025-02-03T19:15:00,937.84,Business,41,Other
G47558,2025-06-17T07:43:00,293.97,Business,186,Low Fare
MX3170,2024-09-30T07:27:00,951.82,Business,14,Other
AX3870,2024-06-02T15:59:00,774.14,Economy,61,Other
N71220,2024-12-09T11:06:00,232.75,Economy,136,Low Fare
MU2337,2025-02-02T15:20:00,729.07,Business,45,Other
SY9646,2024-04-17T21:08:00,102.51,Premium Economy,35,Low Fare
CA6946,2025-12-29T02:11:00,151.04,Economy,135,Low Fare
F95501,2024-06-14T07:48:00,1379.41,Business,149,Other
CP3436,2025-11-08T18:56:00,193.37,Premium Economy,192,Low Fare
Z02740,2025-06-30T22:59:00,1390.14,Business,171,Other
WI1685,2025-08-16T15:56:00,171.15,Economy,17,Low Fare
CP119,2024-10-10T13:43:00,292.29,Economy,47,Low Fare
SK8188,2024-08-03T10:53:00,343.04,Business,164,Low Fare
ZG8023,2024-12-05T23:35:00,274.11,Economy,82,Low Fare
CC2437,2024-10-17T13:47:00,1221.83,Premium Economy,161,Other
YV113,2024-07-23T08:11:00,317.35,Economy,31,Low Fare
N76368,2024-04-10T08:39:00,140.59,Economy,34,Low Fare
FJ7012,2025-06-22T14:49:00,103.97,Economy,36,Low Fare
SR9592,2025-08-21T08:03:00,125.45,Economy,22,Low Fare
QX8600,2024-02-17T02:57:00,563.97,Business,17,Other
CC9794,2024-12-03T20:44:00,315.15,Premium Economy,16,Low Fare
TS5971,2025-06-04T16:19:00,1186.6,Business,28,Other
TZ8121,2024-11-22T14:03:00,401.92,Business,149,Other
VX2392,2024-04-24T11:08:00,794.55,Economy,190,Other
KL9934,2025-07-04T19:04:00,334.87,Business,140,Other
BA7557,2024-12-08T14:37:00,180.28,Premium Economy,175,Low Fare
MX6674,2025-08-16T01:22:00,596.63,Premium Economy,88,Other
AX3027,2025-04-18T03:46:00,873.9,Business,180,Other
MX2336,2025-09-30T12:16:00,102.95,Premium Economy,67,Low Fare
B62025,2024-01-28T20:54:00,103.94,Economy,119,Low Fare
B66475,2024-12-13T09:21:00,1224.75,Business,65,Other
G43549,2024-07-12T17:45:00,225.27,Business,109,Low Fare
VS1946,2025-02-18T08:12:00,1490.69,Economy,110,Other
TK2110,2025-10-31T17:19:00,817.43,Business,120,Other
CC4563,2025-08-06T07:50:00,184.49,Premium Economy,15,Low Fare
WS2290,2024-05-25T11:02:00,266.44,Economy,62,Low Fare
EV8909,2025-06-07T23:22:00,164.34,Premium Economy,59,Low Fare
CZ6586,2025-07-09T23:29:00,260.93,Premium Economy,193,Low Fare
NK5315,2024-07-10T21:33:00,369.7,Business,117,Low Fare
XE8123,2025-05-14T22:48:00,1133.25,Business,190,Other
NH6964,2025-04-01T09:46:00,363.77,Economy,64,Other
LH7301,2024-11-26T14:05:00,226.56,Economy,43,Low Fare
OH3363,2025-10-07T15:04:00,163.05,Economy,60,Low Fare
Z01011,2025-10-19T02:25:00,606.5,Premium Economy,162,Other
CA1152,2024-01-18T04:34:00,217.94,Business,58,Low Fare
TK9625,2025-09-03T03:14:00,257.76,Economy,85,Low Fare
MU1759,2025-05-23T20:45:00,104.45,Premium Economy,111,Low Fare
SK1593,2024-10-12T21:29:00,1075.58,Economy,84,Other
TZ4439,2024-10-21T01:36:00,656.33,Economy,61,Other
XJ9053,2025-03-12T23:16:00,705.7,Economy,188,Other
FF8885,2025-06-10T18:56:00,277.65,Economy,97,Low Fare
UA4260,2025-02-06T22:35:00,307.04,Business,42,Low Fare
MX4752,2024-03-26T06:31:00,1376.03,Premium Economy,63,Other
LX810,2025-04-09T18:39:00,353.13,Premium Economy,78,Low Fare
AM3588,2024-07-19T14:39:00,105.84,Business,54,Low Fare
LX1066,2025-09-26T16:09:00,1123.09,Economy,59,Other
FI4453,2025-08-21T20:03:00,660.97,Premium Economy,193,Other
HQ5869,2025-08-29T00:35:00,1463.91,Business,98,Other
A8382,2025-02-20T20:28:00,757.65,Economy,110,Other
AC6624,2024-05-17T16:14:00,302.57,Premium Economy,16,Low Fare
SS7918,2024-06-22T01:15:00,292.13,Business,54,Low Fare
SS301,2025-12-27T11:03:00,1491.39,Economy,97,Other
QX1932,2025-11-28T04:07:00,352.53,Business,147,Other
TW1798,2024-02-05T09:20:00,384.04,Business,183,Other
NJ1082,2024-06-11T09:04:00,236.44,Economy,108,Low Fare
AX2150,2024-07-01T07:42:00,393.33,Economy,144,Low Fare
DP1250,2025-02-15T18:22:00,370.42,Economy,117,Low Fare
CP5617,2024-03-01T18:51:00,137.5,Economy,139,Low Fare
ZG1122,2024-07-05T20:28:00,154.59,Economy,106,Low Fare
ZW4862,2025-06-16T22:27:00,354.93,Business,87,Other
KL3504,2025-01-17T01:43:00,739.18,Premium Economy,62,Other
JX197,2025-12-10T17:21:00,108.78,Economy,137,Low Fare
AA7295,2024-03-24T20:15:00,348.99,Premium Economy,26,Low Fare
EZ1401,2024-10-25T10:04:00,377.78,Business,118,Low Fare
FJ9804,2025-06-06T06:00:00,684.48,Premium Economy,103,Other
GL2865,2025-06-28T01:41:00,527.85,Business,98,Other
FJ9210,2025-05-03T19:10:00,345.17,Economy,14,Low Fare
HA3235,2025-06-11T09:44:00,345.02,Business,194,Low Fare
TS5580,2025-10-08T11:42:00,190.94,Business,199,Low Fare
5Y3912,2025-02-19T05:22:00,761.96,Business,177,Other
PD5438,2025-10-21T01:34:00,371.83,Premium Economy,199,Other
SQ8626,2024-08-22T22:37:00,167.24,Economy,151,Low Fare
YX466,2025-07-16T04:29:00,879.65,Economy,78,Other
OO9896,2024-10-14T08:36:00,523.53,Economy,141,Other
MG9922,2024-08-12T10:21:00,1134.19,Economy,96,Other
YP3082,2024-06-15T20:20:00,743.95,Business,26,Other
JL3943,2025-02-06T08:40:00,1093.99,Business,58,Other
DE2374,2025-04-28T10:13:00,180.09,Business,135,Low Fare
DE4887,2025-08-10T02:49:00,396.02,Premium Economy,186,Low Fare
AY5048,2024-07-29T23:59:00,319.13,Premium Economy,143,Other
SR2502,2025-05-30T05:29:00,189.61,Economy,181,Low Fare
QK6848,2025-04-04T02:53:00,858.53,Business,60,Other
XE9997,2024-12-13T23:55:00,685.31,Premium Economy,46,Other
MU2378,2025-10-01T14:47:00,884.0,Business,32,Other
F91828,2025-05-14T21:35:00,467.6,Premium Economy,120,Other
AZ5849,2025-04-26T04:26:00,281.1,Premium Economy,162,Low Fare
UA7129,2025-08-10T18:52:00,294.6,Premium Economy,11,Low Fare
AF9096,2024-06-05T01:14:00,189.42,Premium Economy,187,Low Fare
MX3310,2024-05-18T17:13:00,162.58,Economy,46,Low Fare
TP8616,2024-02-19T11:07:00,407.98,Economy,33,Other
TA2840,2024-04-19T17:19:00,472.51,Business,63,Other
KL2868,2025-03-23T11:25:00,669.92,Premium Economy,167,Other
SK423,2024-08-31T23:20:00,448.91,Business,188,Other
CP8967,2025-10-13T14:11:00,293.1,Business,55,Low Fare
MQ5772,2024-02-08T01:51:00,668.17,Premium Economy,70,Other
SR8767,2025-06-13T23:14:00,151.96,Business,48,Low Fare
US546,2024-09-11T11:44:00,119.28,Economy,112,Low Fare
AX4472,2024-08-30T07:04:00,1363.56,Economy,27,Other
AS6934,2025-06-13T14:00:00,240.52,Economy,142,Low Fare
WS5001,2025-11-29T08:27:00,173.49,Business,182,Low Fare
SK1795,2025-12-09T13:26:00,615.77,Business,56,Other
QR1037,2024-08-20T21:55:00,767.55,Economy,42,Other
OH663,2025-01-01T12:12:00,151.28,Economy,28,Low Fare
QK8128,2025-08-01T04:20:00,1156.76,Economy,12,Other
NH4127,2025-05-14T19:50:00,284.22,Business,94,Low Fare
QF9821,2025-09-07T16:08:00,311.87,Business,74,Low Fare
DL1211,2025-05-11T12:40:00,1209.63,Economy,19,Other
HX3708,2025-06-19T14:09:00,597.4,Premium Economy,27,Other
9W2369,2025-07-19T01:31:00,243.84,Premium Economy,65,Low Fare
DH279,2025-06-30T15:07:00,113.48,Premium Economy,159,Low Fare
KL4346,2025-06-11T19:11:00,260.18,Premium Economy,53,Low Fare
IB311,2024-05-06T03:27:00,883.02,Premium Economy,150,Other
EV9113,2025-03-14T23:29:00,1424.14,Economy,90,Other
JX5022,2025-10-23T07:54:00,325.37,Business,73,Low Fare
EV9998,2024-04-30T17:13:00,224.33,Economy,153,Low Fare
QF9390,2025-07-14T03:56:00,252.59,Premium Economy,44,Low Fare
5Y3196,2025-09-23T04:41:00,327.58,Premium Economy,143,Other
PE3309,2025-05-27T20:34:00,1067.61,Premium Economy,193,Other
B68124,2024-08-26T15:41:00,357.69,Premium Economy,84,Low Fare
AM4311,2024-09-20T02:23:00,264.1,Business,38,Low Fare
WW436,2024-02-18T16:58:00,343.57,Premium Economy,134,Other
NZ6072,2024-04-29T08:21:00,936.03,Economy,148,Other
XE3425,2025-11-25T09:38:00,103.3,Economy,58,Low Fare
QQ3578,2024-11-25T13:19:00,257.48,Premium Economy,171,Low Fare
TK4556,2025-01-21T05:41:00,368.02,Economy,63,Low Fare
SQ9359,2025-06-28T11:52:00,1323.89,Business,138,Other
TA1179,2025-11-12T11:47:00,202.58,Economy,25,Low Fare
XJ2897,2025-10-20T18:20:00,664.17,Business,103,Other
VX3903,2025-10-04T09:54:00,115.34,Business,175,Low Fare
UA9752,2024-04-06T06:10:00,268.58,Business,193,Low Fare
KL8783,2024-04-06T17:35:00,224.26,Economy,197,Low Fare
F91904,2025-12-24T21:05:00,424.52,Premium Economy,59,Other
WS4682,2024-06-05T19:10:00,501.91,Economy,19,Other
BA6613,2025-08-13T05:23:00,389.17,Economy,117,Low Fare
YX987,2024-03-30T18:04:00,1400.9,Business,64,Other
AX9659,2024-11-29T02:46:00,1095.4,Business,112,Other
AZ6053,2024-06-28T06:14:00,110.15,Economy,32,Low Fare
UA7860,2024-03-08T19:16:00,301.75,Premium Economy,140,Other
FJ7216,2025-01-16T14:13:00,989.39,Economy,91,Other
BA3745,2025-06-27T12:21:00,374.97,Economy,36,Low Fare
NW3650,2025-04-16T06:11:00,294.18,Economy,90,Low Fare
WO3890,2024-03-10T16:20:00,565.47,Business,17,Other
RW6093,2025-08-21T15:02:00,545.37,Business,146,Other
MQ5031,2025-06-18T08:03:00,703.44,Premium Economy,173,Other
XE2604,2024-01-31T07:17:00,897.99,Premium Economy,194,Other
TS6124,2024-07-15T23:55:00,695.83,Premium Economy,147,Other
Y43982,2024-08-22T07:10:00,644.38,Economy,135,Other
TP5021,2024-01-18T04:49:00,370.61,Economy,20,Low Fare
PE8224,2025-11-15T18:46:00,134.86,Business,163,Low Fare
SK6241,2025-06-22T05:48:00,790.0,Business,12,Other
QK2140,2025-03-21T19:27:00,216.54,Premium Economy,72,Low Fare
BR3688,2025-02-02T09:33:00,1309.35,Business,191,Other
VS4613,2024-03-22T11:37:00,368.27,Business,77,Other
EV4043,2025-03-31T12:41:00,375.71,Economy,194,Low Fare
MG1550,2024-11-17T06:54:00,296.69,Economy,81,Low Fare
HQ3574,2025-01-30T15:29:00,136.91,Premium Economy,101,Low Fare
AF6025,2024-11-15T01:28:00,276.08,Economy,165,Low Fare
AX631,2024-09-02T07:47:00,802.18,Premium Economy,46,Other
MX9572,2025-08-04T18:23:00,296.59,Premium Economy,157,Low Fare
OZ345,2024-03-20T20:05:00,1289.92,Premium Economy,90,Other
AZ4144,2024-08-12T15:55:00,947.05,Economy,79,Other
XJ8886,2025-07-10T09:11:00,337.54,Business,65,Other
PE4928,2024-07-05T14:16:00,323.97,Business,100,Low Fare
XJ6834,2024-08-17T08:13:00,421.52,Economy,191,Other
XP3590,2025-05-28T09:44:00,236.88,Premium Economy,134,Low Fare
XE2559,2025-07-07T23:44:00,1056.73,Economy,136,Other
MX589,2024-10-18T04:51:00,1495.49,Business,126,Other
AS8551,2025-10-11T00:49:00,911.57,Economy,92,Other
VS4859,2024-12-07T21:06:00,365.04,Economy,127,Other
CA8257,2025-02-01T07:38:00,239.39,Premium Economy,23,Low Fare
EK9361,2025-12-07T21:13:00,346.73,Economy,69,Low Fare
DL7802,2024-03-18T04:12:00,378.42,Economy,179,Low Fare
FF6395,2024-04-24T11:24:00,362.59,Premium Economy,56,Low Fare
AC6002,2024-12-22T19:23:00,1385.63,Business,19,Other
AC5998,2024-11-29T14:02:00,554.91,Business,117,Other
TZ743,2025-03-09T02:45:00,358.67,Premium Economy,184,Low Fare
EK9449,2025-08-15T12:40:00,183.08,Business,39,Low Fare
SR6242,2024-09-09T17:52:00,278.21,Premium Economy,123,Low Fare
TP8379,2025-06-01T02:41:00,546.91,Premium Economy,38,Other
AZ5899,2024-03-07T05:59:00,356.31,Economy,134,Low Fare
FI1649,2024-10-05T23:23:00,156.22,Business,134,Low Fare
Z03119,2024-08-08T15:37:00,199.04,Premium Economy,105,Low Fare
AS6404,2025-08-20T04:07:00,316.05,Premium Economy,197,Other
AC4144,2025-01-29T08:10:00,360.49,Business,142,Low Fare
VX250,2025-03-21T11:55:00,347.84,Business,83,Low Fare
9W5756,2025-01-26T07:42:00,1015.49,Economy,194,Other
SS8622,2025-06-07T22:52:00,391.35,Business,147,Low Fare
NW7144,2024-09-12T09:26:00,1078.66,Economy,124,Other
BA4602,2025-08-07T07:13:00,477.92,Premium Economy,92,Other
SE3928,2025-01-20T14:06:00,502.18,Economy,161,Other
MT3475,2025-09-08T23:12:00,372.83,Premium Economy,78,Other
CP4499,2025-10-04T12:37:00,233.69,Economy,54,Low Fare
A81614,2025-05-09T02:11:00,935.8,Economy,198,Other
9W4936,2024-12-22T10:46:00,126.94,Business,172,Low Fare
5Y276,2025-08-07T05:13:00,251.58,Business,88,Low Fare
NK1964,2025-10-02T21:09:00,1467.26,Business,161,Other
LP1201,2024-08-27T14:51:00,619.13,Premium Economy,65,Other
EI7037,2024-05-30T01:02:00,865.05,Premium Economy,148,Other
SS9520,2025-03-19T00:06:00,808.01,Premium Economy,199,Other
NK487,2024-12-23T05:43:00,212.98,Business,27,Low Fare
VX5027,2025-04-07T21:40:00,387.62,Premium Economy,151,Low Fare
HX7139,2025-08-14T01:19:00,658.8,Business,137,Other
AF7442,2025-02-09T04:31:00,305.82,Business,71,Low Fare
TK7675,2024-07-14T15:13:00,140.11,Premium Economy,184,Low Fare
CA894,2024-08-22T01:39:00,1172.03,Premium Economy,158,Other
BA1420,2024-06-01T18:48:00,175.44,Business,186,Low Fare
CI9036,2024-06-22T14:15:00,543.29,Business,123,Other
AC6501,2025-10-23T09:33:00,1124.32,Business,154,Other
BF2041,2024-12-20T06:33:00,852.64,Premium Economy,62,Other
HA4946,2025-05-23T05:58:00,194.64,Economy,61,Low Fare
CC1053,2024-07-25T19:08:00,834.48,Business,163,Other
CI9060,2024-04-15T10:41:00,344.81,Premium Economy,115,Other
SS391,2025-10-14T08:23:00,1039.85,Business,14,Other
S61923,2024-06-04T13:09:00,363.49,Economy,160,Low Fare
S69779,2024-01-31T18:44:00,501.91,Premium Economy,19,Other
QR2776,2024-12-28T05:10:00,615.82,Premium Economy,50,Other
SK6673,2025-12-15T13:23:00,271.51,Business,71,Low Fare
OH9325,2025-08-31T15:07:00,162.9,Premium Economy,163,Low Fare
KL641,2024-04-06T00:32:00,317.94,Premium Economy,144,Low Fare
AX8800,2025-04-05T04:58:00,126.79,Business,77,Low Fare
QR7656,2024-04-27T19:28:00,193.54,Premium Economy,157,Low Fare
F95185,2024-10-09T23:20:00,321.61,Business,50,Low Fare
AA9176,2025-04-19T06:54:00,300.84,Economy,141,Other
CI7735,2024-08-09T09:18:00,158.39,Premium Economy,113,Low Fare
EZ3343,2024-03-11T19:26:00,282.64,Business,85,Low Fare
AZ3704,2024-10-14T08:38:00,231.13,Business,140,Low Fare
BR9297,2024-05-15T14:40:00,379.61,Economy,41,Other
EI8535,2025-12-22T06:18:00,1164.46,Business,184,Other
CZ4447,2024-03-07T20:26:00,204.37,Economy,140,Low Fare
CI2732,2025-06-04T12:34:00,1301.58,Business,25,Other
UA9014,2025-11-28T14:10:00,1150.2,Premium Economy,97,Other
YP4829,2025-09-13T06:06:00,901.57,Business,73,Other
AI1897,2024-12-12T18:57:00,343.97,Business,51,Low Fare
WW8922,2025-06-09T06:49:00,395.29,Premium Economy,53,Low Fare
HQ6418,2025-07-16T03:49:00,520.25,Business,32,Other
MX6762,2024-06-11T08:50:00,611.96,Business,37,Other
CP6455,2024-12-03T00:15:00,311.76,Business,144,Low Fare
QR4093,2025-02-22T04:30:00,370.03,Premium Economy,188,Low Fare
XP5318,2025-11-05T01:49:00,1353.37,Business,154,Other
AY3792,2025-08-17T20:21:00,392.13,Premium Economy,10,Low Fare
RW3074,2024-06-21T07:45:00,532.32,Economy,58,Other
MT6213,2024-05-11T23:39:00,1316.08,Business,136,Other
LX4891,2024-12-19T16:56:00,358.31,Business,159,Low Fare
BA5268,2025-12-01T03:16:00,333.02,Economy,105,Low Fare
AF5236,2025-09-22T13:33:00,394.35,Business,45,Low Fare
TW8505,2025-03-10T13:17:00,1012.81,Economy,10,Other
ZW8389,2024-12-11T11:01:00,140.97,Economy,80,Low Fare
NH4363,2024-05-03T11:55:00,378.09,Premium Economy,157,Low Fare
VX8982,2024-06-25T04:56:00,1298.42,Business,117,Other
LH4781,2025-09-01T11:17:00,339.03,Business,138,Other
CA5847,2025-02-02T12:29:00,368.74,Business,34,Low Fare
TW7540,2024-07-19T23:18:00,117.9,Economy,36,Low Fare
AY7974,2024-05-31T21:42:00,722.64,Business,57,Other
BA5685,2025-11-10T21:16:00,167.77,Business,42,Low Fare
Z06410,2024-11-20T05:30:00,730.43,Economy,86,Other
AA9008,2025-06-10T02:14:00,305.8,Business,167,Low Fare
CM4697,2025-07-11T09:40:00,129.58,Premium Economy,185,Low Fare
AS6290,2025-05-24T11:36:00,233.58,Premium Economy,123,Low Fare
N73157,2024-11-12T20:01:00,609.83,Economy,130,Other
NW2339,2024-09-28T02:10:00,265.72,Premium Economy,153,Low Fare
MQ272,2025-06-29T09:33:00,290.33,Premium Economy,134,Low Fare
AA4559,2024-11-22T15:23:00,221.95,Premium Economy,118,Low Fare
CP4308,2025-02-08T17:24:00,834.02,Premium Economy,188,Other
AS3228,2025-12-03T13:12:00,358.67,Economy,134,Low Fare
9W4651,2025-01-09T04:18:00,769.59,Premium Economy,64,Other
NK3613,2024-01-18T09:40:00,207.13,Premium Economy,103,Low Fare
BBB7797,2024-02-19T18:39:00,879.79,Economy,30,Other
Z02758,2025-01-09T18:59:00,119.9,Business,137,Low Fare
9W4566,2024-11-27T02:54:00,275.67,Economy,194,Low Fare
MX8223,2024-11-15T08:00:00,1166.9,Business,79,Other
AX8019,2024-03-23T03:27:00,348.52,Business,137,Low Fare
EZ4141,2024-12-06T12:50:00,674.66,Economy,143,Other
FI5661,2024-07-18T18:21:00,301.07,Premium Economy,75,Low Fare
SS7897,2025-07-30T13:03:00,140.85,Business,60,Low Fare
RD6333,2024-09-07T08:46:00,142.61,Business,185,Low Fare
WO8571,2025-08-02T09:20:00,315.7,Business,27,Low Fare
LY4509,2024-08-18T10:58:00,1060.86,Business,195,Other
MX2710,2025-02-15T22:39:00,1337.19,Business,153,Other
SQ7444,2024-10-20T11:06:00,954.59,Business,69,Other
AM7871,2025-03-03T08:37:00,969.04,Economy,142,Other
S63584,2025-07-07T19:39:00,218.92,Economy,25,Low Fare
DL8158,2025-03-23T12:36:00,448.52,Premium Economy,194,Other
VS1539,2025-07-19T23:18:00,1446.28,Business,169,Other
CP7625,2024-08-26T22:41:00,1244.06,Premium Economy,89,Other
HQ9737,2024-03-29T02:15:00,1259.09,Premium Economy,60,Other
F95812,2025-03-06T14:21:00,1350.79,Business,172,Other
FJ8626,2025-09-01T00:01:00,385.47,Economy,161,Low Fare
XP1696,2025-08-10T20:33:00,138.08,Premium Economy,11,Low Fare
HQ516,2025-01-15T00:07:00,911.15,Economy,46,Other
BA4272,2025-07-19T00:51:00,1253.88,Economy,130,Other
AX5038,2025-12-13T12:29:00,483.06,Business,36,Other
QR5655,2024-03-09T21:16:00,317.96,Economy,72,Low Fare
MQ2126,2025-08-31T00:26:00,281.73,Premium Economy,194,Low Fare
GL6525,2024-01-29T06:02:00,1470.23,Business,28,Other
S66129,2024-07-19T00:46:00,1445.77,Business,100,Other
EI6841,2025-06-24T08:08:00,562.07,Premium Economy,80,Other
SR4923,2025-12-30T03:15:00,1123.15,Business,39,Other
LX1047,2025-05-21T11:12:00,673.72,Economy,117,Other
AI2978,2025-03-02T00:41:00,317.48,Premium Economy,107,Other
AB8669,2024-05-27T17:48:00,331.3,Business,56,Low Fare
GL6763,2025-06-29T16:15:00,226.01,Premium Economy,107,Low Fare
LH9506,2024-03-27T03:56:00,343.34,Premium Economy,36,Other
DP2524,2024-06-06T02:13:00,542.8,Business,182,Other
MX2428,2025-03-08T00:23:00,306.6,Premium Economy,72,Low Fare
SS8368,2025-11-07T13:36:00,756.28,Business,53,Other
EK7942,2024-01-08T04:07:00,308.44,Business,24,Low Fare
S62510,2024-07-25T06:57:00,359.34,Economy,69,Low Fare
TS6734,2024-06-18T10:31:00,942.6,Economy,23,Other
NK6177,2025-11-21T23:51:00,248.26,Business,183,Low Fare
F95630,2025-07-24T02:17:00,366.66,Premium Economy,181,Low Fare
PD5154,2024-04-09T22:29:00,194.8,Economy,21,Low Fare
RD6012,2025-10-14T21:49:00,382.88,Economy,58,Low Fare
EV7042,2024-02-24T16:27:00,216.49,Business,40,Low Fare
LH7265,2025-05-11T08:50:00,1245.04,Economy,153,Other
ZG2975,2024-09-24T03:30:00,103.14,Business,72,Low Fare
BR9624,2024-09-26T16:59:00,291.15,Business,116,Low Fare
5Y329,2025-04-26T22:14:00,423.82,Business,66,Other
SK2329,2024-12-26T11:17:00,236.01,Economy,57,Low Fare
NZ2078,2025-02-17T22:17:00,1355.01,Economy,100,Other
Z07889,2024-11-26T17:32:00,442.1,Economy,31,Other
FI3163,2025-09-01T02:08:00,957.99,Business,89,Other
BBB5869,2024-12-07T20:19:00,141.07,Business,92,Low Fare
JX7623,2024-06-11T10:22:00,307.67,Business,98,Low Fare
LY1183,2025-09-20T18:51:00,660.59,Premium Economy,20,Other
Y47559,2024-05-07T09:43:00,106.53,Business,192,Low Fare
QF738,2024-07-17T07:39:00,203.31,Premium Economy,195,Low Fare
WW899,2024-11-13T13:09:00,371.76,Economy,11,Low Fare
SY8180,2025-08-25T01:18:00,146.53,Premium Economy,34,Low Fare
QQ9714,2025-04-09T16:39:00,204.19,Business,74,Low Fare
EV5515,2025-06-18T07:25:00,311.28,Economy,96,Low Fare
QK2085,2024-09-18T05:07:00,1134.2,Economy,171,Other
AZ9845,2025-11-30T13:05:00,380.56,Economy,107,Other
SK5917,2024-05-27T17:15:00,268.61,Business,68,Low Fare
F87278,2025-04-20T14:50:00,710.78,Premium Economy,104,Other
QQ7564,2024-12-08T00:33:00,334.28,Business,105,Other
SQ6616,2025-05-07T09:14:00,921.18,Premium Economy,57,Other
MQ4625,2024-09-06T18:13:00,166.43,Business,109,Low Fare
FF7790,2025-04-25T19:09:00,1443.39,Premium Economy,157,Other
UA619,2025-07-18T22:43:00,353.88,Business,148,Low Fare
AY4370,2025-04-09T02:42:00,130.71,Business,80,Low Fare
UA3400,2024-04-22T12:48:00,273.2,Business,17,Low Fare
5Y3992,2024-07-21T14:29:00,685.37,Economy,91,Other
LX8705,2024-06-24T21:44:00,155.16,Business,140,Low Fare
TA7126,2025-09-07T15:30:00,287.68,Business,50,Low Fare
CA5082,2025-06-12T04:07:00,1217.51,Business,172,Other
NW5928,2024-06-16T02:25:00,113.08,Business,68,Low Fare
AI6653,2025-06-04T05:10:00,365.21,Business,32,Low Fare
MT884,2024-04-25T09:13:00,133.84,Business,114,Low Fare
XP667,2025-03-24T23:07:00,319.64,Economy,101,Low Fare
CP8889,2025-01-10T04:35:00,573.77,Business,26,Other
OO7959,2025-12-29T04:12:00,224.52,Premium Economy,175,Low Fare
NK461,2025-09-24T21:13:00,907.26,Business,118,Other
HA8252,2025-05-07T20:15:00,831.54,Premium Economy,179,Other
TZ2119,2024-08-17T21:30:00,290.53,Business,160,Low Fare
Z05682,2024-02-20T18:06:00,1307.87,Business,37,Other
CP7204,2025-03-03T16:52:00,103.86,Premium Economy,84,Low Fare
WO7159,2024-10-04T03:59:00,124.6,Premium Economy,200,Low Fare
