flightNumber,airline,iataCode,origin,destination,region,departureTime,arrivalTime,duration,fare,fareClass,seatsAvailable,priceCategory,aircraftType,onTimePerformance
NZ1088,Air New Zealand,NZ,SFO,LAX,Australia / Oceania,2025-02-19T14:44:00,2025-02-20T02:29:00,705,172.37,Premium Economy,109,Low Fare,Boeing 737,0.77
SY5105,Sun Country Airlines,SY,SFO,JFK,US,2024-05-03T01:45:00,2024-05-03T12:15:00,630,115.99,Premium Economy,120,Low Fare,Boeing 737,0.9
QK1671,Air Canada Jazz,QK,SFO,MIA,US,2025-02-21T23:18:00,2025-02-22T01:00:00,102,712.8,Economy,152,Other,Boeing 737,0.71
LY2538,Norwegian Air UK Ltd,LY,SFO,CUN,Mexico,2025-08-12T10:16:00,2025-08-12T18:33:00,497,752.58,Economy,88,Other,Boeing 737,0.72
RW1537,Sobelair Airlines,RW,SFO,LAX,Australia / Oceania,2025-07-11T13:42:00,2025-07-11T22:00:00,498,239.13,Economy,91,Low Fare,Airbus A350,0.71
PR4125,Sobelair Airlines,PR,SFO,LAX,South America,2024-04-15T15:03:00,2024-04-16T02:59:00,716,739.06,Economy,164,Other,Airbus A320,0.71
LY8340,Norwegian Air UK Ltd,LY,SFO,CDG,Europe,2024-05-12T20:23:00,2024-05-12T21:45:00,82,337.79,Economy,142,Low Fare,Boeing 787,0.81
SE8211,XL Airways France,SE,SFO,LAX,South America,2025-10-07T01:35:00,2025-10-07T11:24:00,589,201.99,Economy,82,Low Fare,Airbus A350,0.9
SE1166,XL Airways France,SE,SFO,SIN,Asia,2025-09-25T14:07:00,2025-09-25T20:20:00,373,362.01,Economy,98,Low Fare,Boeing 787,0.86
EK4299,Emirates,EK,SFO,NRT,Asia,2025-09-02T00:34:00,2025-09-02T09:55:00,561,1448.79,Economy,113,Other,Boeing 737,0.72
MG6997,Champion Air,MG,SFO,LAX,Australia / Oceania,2025-01-16T02:23:00,2025-01-16T09:17:00,414,1337.48,Premium Economy,38,Other,Airbus A350,0.74
Z09705,"Norse Atlantic UK, Ltd.",Z0,SFO,AMS,Europe,2024-07-07T04:14:00,2024-07-07T05:56:00,102,171.53,Premium Economy,62,Low Fare,Airbus A350,0.86
MQ1465,Aeroflot Russian International Airlines,MQ,SFO,YYZ,Canada,2025-04-29T14:22:00,2025-04-29T18:41:00,259,1252.85,Premium Economy,72,Other,Airbus A320,0.8
MU5740,China Eastern,MU,SFO,DXB,Middle East,2024-09-23T17:20:00,2024-09-24T03:10:00,590,386.43,Premium Economy,184,Other,Boeing 787,0.74
EI312,"Aer Lingus, Ltd.",EI,SFO,YUL,Canada,2025-11-01T03:54:00,2025-11-01T05:35:00,101,308.53,Business,43,Low Fare,Airbus A320,0.81
EI8907,"Aer Lingus, Ltd.",EI,SFO,PTY,Central America,2025-03-13T09:49:00,2025-03-13T16:53:00,424,590.53,Premium Economy,102,Other,Boeing 787,0.72
EI9701,Boeing Company,EI,SFO,LAX,Australia / Oceania,2024-10-25T14:41:00,2024-10-25T20:52:00,371,316.41,Premium Economy,21,Other,Airbus A320,0.77
5Y8177,"Atlas Air, Inc",5Y,SFO,FRA,Europe,2025-03-03T18:13:00,2025-03-03T20:08:00,115,299.55,Premium Economy,85,Low Fare,Boeing 787,0.89
MX7390,"Breeze Aviation Group, Inc.",MX,SFO,AMS,Europe,2025-08-26T18:49:00,2025-08-26T21:45:00,176,305.47,Premium Economy,132,Low Fare,Boeing 787,0.78
CP3202,Canadian Airlines,CP,SFO,LAX,South America,2025-11-15T23:13:00,2025-11-16T06:46:00,453,319.64,Business,168,Other,Airbus A320,0.9
EZ1294,Evergreen International Airlines,EZ,SFO,PTY,Central America,2024-09-16T02:56:00,2024-09-16T05:34:00,158,1245.74,Business,147,Other,Airbus A350,0.89
HQ9591,Harmony Airways,HQ,SFO,AMS,Europe,2025-10-24T05:26:00,2025-10-24T11:17:00,351,158.51,Economy,199,Low Fare,Boeing 787,0.92
FF7206,Tower Air,FF,SFO,YUL,Canada,2024-11-07T08:52:00,2024-11-07T13:07:00,255,329.3,Business,189,Low Fare,Airbus A320,0.78
G43448,Allegiant Air,G4,SFO,MEX,Mexico,2025-05-25T18:43:00,2025-05-25T23:17:00,274,362.99,Premium Economy,192,Low Fare,Airbus A350,0.92
UA5632,United Airlines - Pre 07/01/2013,UA,SFO,LAX,US,2024-02-17T12:01:00,2024-02-17T15:28:00,207,1371.0,Economy,22,Other,Boeing 737,0.89
OO8081,SkyWest Airlines,OO,SFO,CDG,Europe,2024-01-15T23:36:00,2024-01-16T08:52:00,556,846.7,Economy,178,Other,Airbus A320,0.73
FJ5198,Boeing Company,FJ,SFO,NRT,Asia,2025-01-29T05:38:00,2025-01-29T17:04:00,686,1086.95,Premium Economy,162,Other,Boeing 737,0.94
DP9939,Air 2000,DP,SFO,CDG,Europe,2024-03-23T03:38:00,2024-03-23T08:44:00,306,1024.98,Economy,164,Other,Airbus A350,0.76
TZ3906,ATA Airlines,TZ,SFO,PTY,Central America,2024-12-03T09:12:00,2024-12-03T20:37:00,685,254.45,Economy,54,Low Fare,Boeing 787,0.74
LP739,LAN Peru,LP,SFO,YYZ,Canada,2025-05-01T20:58:00,2025-05-02T04:59:00,481,361.6,Business,42,Low Fare,Boeing 787,0.91
LP1789,LAN Peru,LP,SFO,PTY,Central America,2025-08-09T02:25:00,2025-08-09T10:16:00,471,309.35,Premium Economy,36,Low Fare,Airbus A320,0.87
QX2535,Horizon Air,QX,SFO,PTY,Central America,2025-11-16T17:51:00,2025-11-16T22:30:00,279,323.07,Economy,177,Low Fare,Airbus A350,0.74
XP7195,Xtra Airways,XP,SFO,LAX,Australia / Oceania,2025-01-18T11:19:00,2025-01-18T13:14:00,115,104.8,Business,146,Low Fare,Boeing 787,0.79
FI1296,Icelandair (Inactive),FI,SFO,CUN,Mexico,2025-08-07T10:35:00,2025-08-07T13:40:00,185,287.93,Economy,106,Low Fare,Airbus A320,0.82
SK752,DB Air,SK,SFO,LAX,Australia / Oceania,2025-12-06T13:49:00,2025-12-06T17:59:00,250,1371.82,Economy,124,Other,Boeing 787,0.91
AS3479,Alaska Airlines,AS,SFO,LAX,Australia / Oceania,2025-08-24T21:00:00,2025-08-25T05:04:00,484,134.34,Economy,106,Low Fare,Boeing 787,0.9
TA879,"TACA International Airlines, S.A.",TA,SFO,LAX,Australia / Oceania,2024-05-03T11:15:00,2024-05-03T12:51:00,96,1008.04,Economy,167,Other,Boeing 787,0.71
CX5062,Cathay Pacific,CX,SFO,YVR,Canada,2025-02-05T09:54:00,2025-02-05T11:46:00,112,890.75,Economy,162,Other,Boeing 737,0.81
Z04705,DB Air,Z0,SFO,AMS,Europe,2025-09-08T09:26:00,2025-09-08T17:08:00,462,325.99,Economy,106,Other,Airbus A320,0.71
MQ3634,"Envoy Air, Inc.",MQ,SFO,CUN,Mexico,2024-03-21T18:35:00,2024-03-22T03:16:00,521,1019.47,Business,153,Other,Airbus A350,0.9
NW2527,Northwest Airlines (became Delta),NW,SFO,MEX,Mexico,2025-01-29T17:44:00,2025-01-29T18:57:00,73,323.37,Economy,137,Low Fare,Airbus A320,0.81
UA1975,United Airlines - Pre 07/01/2013,UA,SFO,DEL,Asia,2025-09-28T20:34:00,2025-09-29T01:09:00,275,861.68,Business,75,Other,Airbus A350,0.79
UA4778,United Airlines - Pre 07/01/2013,UA,SFO,MIA,US,2024-12-08T17:40:00,2024-12-08T18:42:00,62,1450.14,Business,29,Other,Boeing 737,0.88
JX8476,Starlux Airlines Co. LTD,JX,SFO,LAX,Australia / Oceania,2024-04-25T07:54:00,2024-04-25T17:52:00,598,1453.46,Premium Economy,146,Other,Airbus A320,0.71
CM7628,"COPA Airlines, Inc.",CM,SFO,SIN,Asia,2024-11-17T15:45:00,2024-11-17T22:48:00,423,1460.04,Premium Economy,94,Other,Boeing 787,0.82
XJ6649,Trego Dugan Aviation,XJ,SFO,LAX,Australia / Oceania,2025-09-12T04:01:00,2025-09-12T13:57:00,596,1457.68,Economy,119,Other,Airbus A350,0.76
VX2289,Virgin America,VX,SFO,LAX,Australia / Oceania,2024-10-13T00:51:00,2024-10-13T02:18:00,87,392.08,Business,158,Low Fare,Airbus A320,0.72
XJ1782,DB Air,XJ,SFO,DEL,Asia,2024-10-09T14:32:00,2024-10-09T16:19:00,107,1127.24,Economy,151,Other,Boeing 737,0.8
QK6553,Air Canada Jazz,QK,SFO,MIA,US,2025-07-03T15:48:00,2025-07-03T19:07:00,199,277.12,Premium Economy,84,Low Fare,Boeing 787,0.83
S6257,Star Air,S6,SFO,DXB,Middle East,2025-11-29T19:00:00,2025-11-30T06:11:00,671,325.69,Economy,74,Low Fare,Airbus A320,0.87
XJ7540,Mesaba Airlines,XJ,SFO,MIA,US,2024-09-15T22:08:00,2024-09-15T23:57:00,109,354.28,Economy,168,Low Fare,Airbus A350,0.79
PD9090,Sobelair Airlines,PD,SFO,YYZ,Canada,2024-01-22T01:17:00,2024-01-22T08:56:00,459,1433.66,Business,121,Other,Boeing 737,0.88
ZW6331,Air Wisconsin,ZW,SFO,DXB,Middle East,2025-06-14T19:43:00,2025-06-15T00:12:00,269,1176.45,Economy,46,Other,Boeing 787,0.92
QK312,"China Eastern Airlines, Inc",QK,SFO,LAX,Australia / Oceania,2025-03-12T11:19:00,2025-03-12T12:23:00,64,281.0,Economy,101,Low Fare,Boeing 737,0.89
LY1686,Norwegian Air UK Ltd,LY,SFO,CUN,Mexico,2024-01-04T18:09:00,2024-01-04T22:45:00,276,937.91,Premium Economy,171,Other,Airbus A320,0.91
CP5242,Canadian Airlines,CP,SFO,NRT,Asia,2024-06-26T20:50:00,2024-06-26T22:11:00,81,389.26,Economy,39,Low Fare,Boeing 787,0.82
AZ2439,ITA Airways,AZ,SFO,LHR,Europe,2024-08-16T15:56:00,2024-08-16T23:12:00,436,1279.5,Premium Economy,192,Other,Airbus A320,0.85
QF4873,Qantas Airways,QF,SFO,MEX,Mexico,2025-10-06T01:35:00,2025-10-06T06:07:00,272,1209.5,Economy,55,Other,Boeing 737,0.77
CC209,Air Atlanta Icelandic,CC,SFO,SJO,Central America,2024-07-08T20:57:00,2024-07-09T00:28:00,211,234.51,Premium Economy,189,Low Fare,Airbus A320,0.8
CZ6374,China Southern,CZ,SFO,LAX,US,2024-04-20T20:29:00,2024-04-21T02:36:00,367,126.09,Premium Economy,191,Low Fare,Boeing 787,0.82
TA5509,North American Airlines,TA,SFO,SJO,Central America,2024-11-22T05:09:00,2024-11-22T09:03:00,234,794.39,Premium Economy,160,Other,Boeing 737,0.9
UA8979,United Airlines,UA,SFO,MIA,US,2025-07-15T01:09:00,2025-07-15T10:33:00,564,645.32,Premium Economy,160,Other,Boeing 787,0.86
NK5738,Spirit Airlines,NK,SFO,CUN,Mexico,2024-11-26T09:51:00,2024-11-26T12:02:00,131,884.16,Economy,20,Other,Boeing 737,0.9
QF3192,Qantas Airways,QF,SFO,NRT,Asia,2024-10-24T14:22:00,2024-10-25T01:51:00,689,1287.2,Economy,11,Other,Airbus A320,0.74
FL4441,AirTran Airways,FL,SFO,NRT,Asia,2024-06-10T08:57:00,2024-06-10T17:51:00,534,204.56,Business,175,Low Fare,Airbus A350,0.82
CA9105,Air China,CA,SFO,LAX,South America,2024-10-02T01:50:00,2024-10-02T11:02:00,552,443.47,Economy,193,Other,Boeing 737,0.84
N78235,National Airlines,N7,SFO,PTY,Central America,2025-12-02T09:30:00,2025-12-02T13:29:00,239,430.16,Premium Economy,12,Other,Airbus A350,0.74
Z06869,"Norse Atlantic UK, Ltd.",Z0,SFO,CDG,Europe,2024-03-02T21:46:00,2024-03-03T02:32:00,286,1436.51,Economy,63,Other,Airbus A350,0.8
KL4202,KLM Royal Dutch Airlines,KL,SFO,CUN,Mexico,2024-08-10T09:02:00,2024-08-10T19:09:00,607,270.31,Premium Economy,172,Low Fare,Airbus A350,0.72
SS816,Corsairfly,SS,SFO,LAX,South America,2024-06-28T03:37:00,2024-06-28T10:10:00,393,118.94,Economy,171,Low Fare,Boeing 737,0.79
G42542,Allegiant Air,G4,SFO,MIA,US,2025-11-14T17:10:00,2025-11-14T21:57:00,287,506.97,Economy,89,Other,Airbus A320,0.8
YX9716,Midwest Airlines,YX,SFO,SJO,Central America,2025-12-24T10:23:00,2025-12-24T17:10:00,407,1395.34,Business,164,Other,Airbus A320,0.93
NZ2526,Aeroflot Russian International Airlines,NZ,SFO,LAX,Australia / Oceania,2024-10-30T02:51:00,2024-10-30T10:59:00,488,312.43,Premium Economy,164,Low Fare,Boeing 787,0.92
QX8532,Horizon Air,QX,SFO,LAX,South America,2025-10-12T23:53:00,2025-10-13T01:46:00,113,284.74,Economy,23,Low Fare,Boeing 787,0.87
EZ9369,Evergreen International Airlines,EZ,SFO,YUL,Canada,2024-05-17T13:27:00,2024-05-17T23:57:00,630,345.79,Business,63,Other,Boeing 737,0.93
TS9766,Sobelair Airlines,TS,SFO,LAX,South America,2025-01-05T08:45:00,2025-01-05T16:04:00,439,172.72,Business,47,Low Fare,Boeing 787,0.76
F86975,"Flair Airlines, Ltd.",F8,SFO,LAX,Australia / Oceania,2024-05-24T19:03:00,2024-05-25T01:47:00,404,300.88,Business,175,Low Fare,Boeing 737,0.89
AX635,Trans States Airlines,AX,SFO,SJO,Central America,2025-02-27T15:07:00,2025-02-27T20:12:00,305,481.05,Business,119,Other,Boeing 737,0.72
AS6409,Alaska Airlines,AS,SFO,SIN,Asia,2024-09-18T22:06:00,2024-09-19T09:38:00,692,1175.94,Premium Economy,103,Other,Airbus A320,0.8
RD7147,Ryan International Airlines,RD,SFO,YVR,Canada,2024-04-20T17:27:00,2024-04-20T20:12:00,165,544.52,Premium Economy,68,Other,Airbus A320,0.9
CI4452,China Airlines,CI,SFO,MIA,US,2024-04-23T10:51:00,2024-04-23T19:11:00,500,255.83,Premium Economy,174,Low Fare,Airbus A320,0.91
F91019,Frontier Airlines,F9,SFO,YVR,Canada,2025-11-14T10:43:00,2025-11-14T16:44:00,361,134.64,Business,110,Low Fare,Boeing 787,0.82
VX1250,Virgin America,VX,SFO,LAX,Australia / Oceania,2025-05-15T17:12:00,2025-05-16T04:40:00,688,621.9,Business,167,Other,Boeing 787,0.75
YX390,Midwest Airlines,YX,SFO,NRT,Asia,2024-02-10T22:54:00,2024-02-11T05:54:00,420,384.91,Economy,105,Other,Airbus A320,0.91
4O687,ABC Aerolineas S.A. de C.V. dba Interjet,4O,SFO,YYZ,Canada,2025-05-11T01:27:00,2025-05-11T11:49:00,622,560.26,Economy,200,Other,Boeing 787,0.76
FL8410,AirTran Airways,FL,SFO,SIN,Asia,2024-02-10T22:27:00,2024-02-11T05:14:00,407,387.89,Business,103,Other,Boeing 737,0.74
SS2352,Corsairfly,SS,SFO,PTY,Central America,2024-10-14T04:32:00,2024-10-14T15:13:00,641,610.08,Economy,89,Other,Boeing 787,0.85
UA6583,United Airlines,UA,SFO,YVR,Canada,2024-11-07T10:14:00,2024-11-07T13:57:00,223,920.2,Economy,139,Other,Boeing 787,0.71
NK1597,Spirit Airlines,NK,SFO,YUL,Canada,2024-03-11T22:41:00,2024-03-12T04:00:00,319,395.82,Economy,56,Low Fare,Boeing 737,0.83
WW1182,WOW Air,WW,SFO,DXB,Middle East,2025-04-13T13:24:00,2025-04-13T16:08:00,164,174.28,Premium Economy,73,Low Fare,Airbus A350,0.86
RD4831,Ryan International Airlines,RD,SFO,YUL,Canada,2025-11-23T07:45:00,2025-11-23T12:32:00,287,250.1,Economy,172,Low Fare,Boeing 787,0.74
AY6131,Finnair,AY,SFO,JFK,US,2024-11-21T23:27:00,2024-11-22T04:52:00,325,189.51,Business,150,Low Fare,Boeing 737,0.94
OZ6904,Asiana Airlines,OZ,SFO,CDG,Europe,2025-01-03T16:20:00,2025-01-04T03:46:00,686,1475.95,Premium Economy,66,Other,Boeing 787,0.93
BA3735,British Airways,BA,SFO,DXB,Middle East,2025-03-20T21:00:00,2025-03-20T23:29:00,149,133.39,Business,20,Low Fare,Boeing 737,0.82
AY7258,Finnair,AY,SFO,LAX,South America,2025-02-12T08:07:00,2025-02-12T16:41:00,514,235.84,Economy,17,Low Fare,Airbus A320,0.82
RD9182,Ryan International Airlines,RD,SFO,LAX,Australia / Oceania,2024-08-29T07:22:00,2024-08-29T13:04:00,342,332.42,Business,102,Low Fare,Boeing 737,0.7
KE6319,Korean Air Lines,KE,SFO,YYZ,Canada,2024-01-12T18:26:00,2024-01-13T04:00:00,574,185.02,Premium Economy,107,Low Fare,Airbus A350,0.73
AS5270,Alaska Airlines,AS,SFO,YVR,Canada,2025-01-08T11:37:00,2025-01-08T19:05:00,448,557.3,Business,110,Other,Boeing 787,0.82
NK3358,Spirit Airlines,NK,SFO,YVR,Canada,2024-05-03T01:12:00,2024-05-03T11:14:00,602,1214.9,Premium Economy,26,Other,Boeing 787,0.73
4O794,ABC Aerolineas S.A. de C.V. dba Interjet,4O,SFO,AMS,Europe,2024-06-01T16:23:00,2024-06-01T22:41:00,378,352.44,Premium Economy,166,Other,Boeing 787,0.78
CZ3787,China Southern,CZ,SFO,FRA,Europe,2025-04-13T14:31:00,2025-04-14T00:48:00,617,399.06,Premium Economy,86,Low Fare,Airbus A320,0.85
YP1603,"Air Premia, Inc.",YP,SFO,MIA,US,2024-03-08T06:27:00,2024-03-08T15:13:00,526,348.94,Economy,26,Low Fare,Airbus A350,0.86
HQ1420,Swissport USA,HQ,SFO,PTY,Central America,2024-12-08T18:52:00,2024-12-08T21:09:00,137,337.22,Premium Economy,119,Low Fare,Airbus A350,0.95
MT5910,Sports Hawk,MT,SFO,YVR,Canada,2025-08-03T11:30:00,2025-08-03T19:06:00,456,368.99,Economy,40,Low Fare,Airbus A320,0.94
NJ3131,Pacific Aviation,NJ,SFO,PTY,Central America,2025-06-17T08:40:00,2025-06-17T12:47:00,247,328.72,Premium Economy,81,Low Fare,Airbus A320,0.76
EI2380,"Aer Lingus, Ltd.",EI,SFO,PTY,Central America,2025-10-30T08:24:00,2025-10-30T13:24:00,300,180.52,Premium Economy,109,Low Fare,Boeing 737,0.85
CX7027,Cathay Pacific,CX,SFO,MIA,US,2025-12-12T19:03:00,2025-12-13T05:56:00,653,905.14,Economy,141,Other,Boeing 737,0.81
BA1924,British Airways,BA,SFO,DEL,Asia,2024-04-12T08:38:00,2024-04-12T18:29:00,591,392.26,Economy,183,Other,Airbus A320,0.83
BR1285,EVA Airways,BR,SFO,PTY,Central America,2025-08-06T06:34:00,2025-08-06T10:29:00,235,1295.75,Economy,193,Other,Boeing 737,0.89
CX1022,Cathay Pacific,CX,SFO,LHR,Europe,2025-11-19T17:38:00,2025-11-20T01:16:00,458,283.01,Economy,198,Low Fare,Boeing 787,0.8
UA2448,United Airlines - Pre 07/01/2013,UA,SFO,MIA,US,2025-08-01T22:47:00,2025-08-02T00:09:00,82,459.45,Business,189,Other,Boeing 737,0.74
FL4186,El Al Israel Airlines LTD.,FL,SFO,LAX,Australia / Oceania,2024-06-22T16:15:00,2024-06-23T04:09:00,714,580.13,Premium Economy,122,Other,Airbus A320,0.91
PE889,Air Europe,PE,SFO,MEX,Mexico,2025-07-15T20:22:00,2025-07-15T21:54:00,92,1257.08,Premium Economy,14,Other,Boeing 737,0.9
FL4770,AirTran Airways,FL,SFO,LAX,South America,2025-03-23T01:56:00,2025-03-23T03:55:00,119,210.23,Business,179,Low Fare,Boeing 787,0.8
SK1155,SAS Airlines,SK,SFO,MIA,US,2024-11-23T00:09:00,2024-11-23T08:27:00,498,311.46,Premium Economy,184,Low Fare,Boeing 737,0.84
QQ7471,Reno Air,QQ,SFO,LAX,US,2025-11-10T06:07:00,2025-11-10T11:12:00,305,1392.34,Business,89,Other,Airbus A350,0.72
GL6833,Miami Air International,GL,SFO,CUN,Mexico,2024-05-16T18:29:00,2024-05-16T22:17:00,228,693.98,Premium Economy,139,Other,Airbus A320,0.74
LX980,Swiss International,LX,SFO,ORD,US,2024-08-17T20:59:00,2024-08-18T06:56:00,597,205.06,Economy,145,Low Fare,Airbus A350,0.87
AZ8028,ITA Airways,AZ,SFO,CDG,Europe,2025-07-07T10:16:00,2025-07-07T14:41:00,265,204.17,Economy,70,Low Fare,Airbus A350,0.92
OH1468,Comair,OH,SFO,LAX,Australia / Oceania,2025-07-02T07:53:00,2025-07-02T11:39:00,226,434.4,Business,35,Other,Boeing 787,0.86
LY4528,Norwegian Air UK Ltd,LY,SFO,DXB,Middle East,2024-11-16T03:38:00,2024-11-16T05:26:00,108,782.37,Premium Economy,150,Other,Boeing 787,0.88
FJ5833,Air Pacific Limited dba Fiji Airways,FJ,SFO,MEX,Mexico,2025-10-21T13:58:00,2025-10-21T23:51:00,593,559.69,Premium Economy,102,Other,Airbus A350,0.89
TA8404,"TACA International Airlines, S.A.",TA,SFO,FRA,Europe,2025-03-05T10:01:00,2025-03-05T19:37:00,576,872.15,Premium Economy,142,Other,Airbus A350,0.95
DH1217,Independence Air,DH,SFO,DEL,Asia,2024-08-07T22:47:00,2024-08-08T10:24:00,697,1389.54,Business,130,Other,Boeing 787,0.9
5Y946,"Atlas Air, Inc",5Y,SFO,FRA,Europe,2025-04-07T13:28:00,2025-04-07T20:04:00,396,206.02,Business,175,Low Fare,Boeing 737,0.75
WN6882,Southwest Airlines,WN,SFO,PTY,Central America,2025-12-30T11:18:00,2025-12-30T17:47:00,389,104.55,Business,28,Low Fare,Boeing 787,0.7
US734,Norwegian Air Shuttle ASA,US,SFO,JFK,US,2024-12-17T23:22:00,2024-12-18T00:59:00,97,1333.45,Premium Economy,177,Other,Boeing 787,0.79
CP3004,Compass Airlines,CP,SFO,MEX,Mexico,2025-08-10T17:23:00,2025-08-11T04:27:00,664,309.57,Economy,119,Other,Boeing 737,0.73
FJ4628,Air Pacific Limited dba Fiji Airways,FJ,SFO,SJO,Central America,2024-08-11T20:01:00,2024-08-12T00:56:00,295,159.85,Premium Economy,169,Low Fare,Boeing 737,0.91
RD3379,Ryan International Airlines,RD,SFO,MEX,Mexico,2025-10-22T01:15:00,2025-10-22T05:59:00,284,1289.35,Economy,175,Other,Boeing 737,0.85
IB1269,Iberia,IB,SFO,CDG,Europe,2025-06-13T06:53:00,2025-06-13T11:52:00,299,333.66,Premium Economy,178,Other,Boeing 737,0.82
SQ2638,Singapore Airlines,SQ,SFO,MEX,Mexico,2025-01-30T19:50:00,2025-01-31T05:08:00,558,219.88,Economy,43,Low Fare,Airbus A320,0.78
OZ4008,Asiana Airlines,OZ,SFO,LAX,Australia / Oceania,2025-05-04T04:21:00,2025-05-04T09:31:00,310,105.79,Economy,85,Low Fare,Boeing 737,0.77
MQ8454,American Eagle Airlines,MQ,SFO,JFK,US,2024-06-23T22:32:00,2024-06-24T09:05:00,633,150.88,Economy,149,Low Fare,Airbus A320,0.83
MQ8965,Boeing Company,MQ,SFO,LAX,Australia / Oceania,2024-03-20T05:09:00,2024-03-20T15:03:00,594,237.38,Economy,30,Low Fare,Airbus A350,0.79
AM7929,Aeromexico,AM,SFO,LAX,Australia / Oceania,2024-05-08T13:29:00,2024-05-09T00:45:00,676,925.9,Economy,120,Other,Boeing 787,0.76
MQ930,"Envoy Air, Inc.",MQ,SFO,CDG,Europe,2025-08-23T18:57:00,2025-08-24T00:47:00,350,108.67,Economy,56,Low Fare,Airbus A320,0.83
EZ5310,Evergreen International Airlines,EZ,SFO,SJO,Central America,2025-08-17T06:58:00,2025-08-17T18:52:00,714,1092.77,Premium Economy,155,Other,Airbus A320,0.89
AY6348,Finnair,AY,SFO,CUN,Mexico,2024-03-31T10:59:00,2024-03-31T16:01:00,302,1106.53,Premium Economy,174,Other,Boeing 737,0.87
TW6055,TWA,TW,SFO,HKG,Asia,2024-12-06T12:52:00,2024-12-06T18:39:00,347,660.12,Economy,137,Other,Boeing 737,0.72
XE9818,ExpressJet Airlines,XE,SFO,LAX,Australia / Oceania,2024-04-06T09:15:00,2024-04-06T20:00:00,645,152.78,Business,65,Low Fare,Boeing 737,0.78
PE3443,Air Europe,PE,SFO,LAX,South America,2024-05-13T21:46:00,2024-05-14T00:20:00,154,817.35,Premium Economy,37,Other,Airbus A320,0.95
CP2446,Compass Airlines,CP,SFO,DOH,Middle East,2024-06-01T13:01:00,2024-06-01T15:41:00,160,1181.15,Premium Economy,43,Other,Boeing 787,0.89
AB4510,Air Berlin,AB,SFO,DEL,Asia,2024-10-19T17:55:00,2024-10-19T22:31:00,276,707.16,Premium Economy,148,Other,Airbus A350,0.86
EV7100,Atlantic Southeast Airlines,EV,SFO,YUL,Canada,2025-10-17T03:12:00,2025-10-17T05:27:00,135,325.5,Business,190,Low Fare,Boeing 737,0.74
EZ8929,Evergreen International Airlines,EZ,SFO,CDG,Europe,2024-10-01T05:46:00,2024-10-01T14:21:00,515,953.67,Business,111,Other,Boeing 737,0.94
AS5307,Alaska Airlines,AS,SFO,YUL,Canada,2024-11-24T16:07:00,2024-11-25T00:19:00,492,1449.62,Economy,105,Other,Boeing 737,0.82
VX3547,Virgin America,VX,SFO,YVR,Canada,2024-05-20T07:34:00,2024-05-20T12:49:00,315,285.62,Premium Economy,80,Low Fare,Airbus A320,0.76
HQ5877,Harmony Airways,HQ,SFO,SJO,Central America,2024-07-02T23:43:00,2024-07-03T10:15:00,632,1331.57,Economy,95,Other,Airbus A350,0.82
VX7791,Virgin America,VX,SFO,NRT,Asia,2024-12-10T01:25:00,2024-12-10T05:47:00,262,1066.0,Economy,21,Other,Airbus A350,0.86
DL1807,Delta Air Lines,DL,SFO,DEL,Asia,2025-01-25T10:20:00,2025-01-25T13:23:00,183,340.01,Business,86,Low Fare,Boeing 787,0.72
CP3433,Compass Airlines,CP,SFO,LAX,US,2025-10-02T07:18:00,2025-10-02T11:42:00,264,390.01,Business,41,Low Fare,Airbus A320,0.95
AZ2347,Alitalia Airlines,AZ,SFO,MEX,Mexico,2024-09-12T16:32:00,2024-09-12T20:39:00,247,122.35,Premium Economy,116,Low Fare,Boeing 737,0.77
RW2645,Republic Airlines,RW,SFO,LAX,South America,2024-06-03T13:33:00,2024-06-03T23:47:00,614,588.18,Premium Economy,176,Other,Boeing 787,0.95
FF845,Tower Air,FF,SFO,CUN,Mexico,2025-03-23T23:28:00,2025-03-24T03:54:00,266,1466.66,Business,166,Other,Airbus A350,0.85
XP1418,Xtra Airways,XP,SFO,SJO,Central America,2025-03-10T08:37:00,2025-03-10T14:28:00,351,516.12,Economy,134,Other,Airbus A350,0.74
QQ5161,Reno Air,QQ,SFO,ORD,US,2025-10-27T05:09:00,2025-10-27T14:18:00,549,385.49,Economy,115,Low Fare,Airbus A320,0.8
OO3666,SkyWest Airlines,OO,SFO,AMS,Europe,2024-11-28T22:30:00,2024-11-29T06:17:00,467,314.94,Economy,24,Low Fare,Airbus A350,0.84
FI3918,Icelandair (Inactive),FI,SFO,MIA,US,2024-07-31T16:47:00,2024-08-01T00:08:00,441,186.01,Business,75,Low Fare,Airbus A320,0.83
CM1923,"COPA Airlines, Inc.",CM,SFO,YUL,Canada,2024-06-22T15:55:00,2024-06-22T21:48:00,353,272.21,Premium Economy,25,Low Fare,Airbus A350,0.8
VS945,Virgin Atlantic,VS,SFO,DOH,Middle East,2025-03-07T21:34:00,2025-03-08T05:45:00,491,543.74,Economy,101,Other,Airbus A320,0.83
LP5242,LAN Peru,LP,SFO,MEX,Mexico,2024-09-20T00:55:00,2024-09-20T03:49:00,174,1152.47,Business,70,Other,Airbus A350,0.9
AM4360,Servisair,AM,SFO,CDG,Europe,2024-01-04T06:13:00,2024-01-04T08:23:00,130,265.02,Business,176,Low Fare,Boeing 737,0.82
MX2163,Mexicana Airlines,MX,SFO,LAX,US,2024-04-10T21:05:00,2024-04-11T07:17:00,612,1371.4,Premium Economy,92,Other,Airbus A350,0.76
